ID,Pred
2022_1104_1412,0.703970411
2022_1104_1417,0.350460476
2022_1104_1425,0.442298383
2022_1104_1436,0.726679017
2022_1104_1437,0.342015459
2022_1104_1439,0.670331299
2022_1104_1458,0.397330837
2022_1104_1460,0.938205849
2022_1104_1461,0.606501252
2022_1104_1463,0.851454341
2022_1112_1116,0.632611596
2022_1112_1120,0.566416046
2022_1112_1124,0.462322483
2022_1112_1129,0.67677039
2022_1112_1136,0.922919192
2022_1112_1151,0.742498147
2022_1112_1159,0.930058325
2022_1112_1161,0.668770219
2022_1112_1163,0.657860556
2022_1112_1166,0.723166911
2022_1112_1168,0.922339721
2022_1112_1172,0.650983878
2022_1112_1174,0.909906293
2022_1112_1181,0.553369692
2022_1112_1209,0.899933881
2022_1112_1211,0.53350117
2022_1112_1222,0.570668462
2022_1112_1228,0.624367532
2022_1112_1231,0.741405251
2022_1112_1234,0.60693294
2022_1112_1235,0.708398751
2022_1112_1240,0.908404008
2022_1112_1242,0.559718525
2022_1112_1246,0.578032842
2022_1112_1255,0.852962861
2022_1112_1260,0.697111096
2022_1112_1261,0.673610167
2022_1112_1266,0.743138433
2022_1112_1272,0.709088625
2022_1112_1274,0.706212353
2022_1112_1276,0.768082198
2022_1112_1277,0.675024907
2022_1112_1286,0.887975219
2022_1112_1293,0.630657898
2022_1112_1308,0.752116999
2022_1112_1313,0.909652589
2022_1112_1314,0.676760559
2022_1112_1323,0.719119656
2022_1112_1326,0.711235423
2022_1112_1344,0.613161351
2022_1112_1345,0.56716193
2022_1112_1350,0.81489009
2022_1112_1353,0.808512213
2022_1112_1355,0.67081285
2022_1112_1361,0.674813014
2022_1112_1362,0.724389449
2022_1112_1371,0.678976981
2022_1112_1388,0.675865725
2022_1112_1389,0.96057772
2022_1112_1394,0.965
2022_1112_1395,0.702871943
2022_1112_1397,0.575170757
2022_1112_1400,0.673863701
2022_1112_1403,0.625116813
2022_1112_1411,0.965
2022_1112_1412,0.738897899
2022_1112_1417,0.613816411
2022_1112_1425,0.644964859
2022_1112_1436,0.749145626
2022_1112_1437,0.57769377
2022_1112_1439,0.739007252
2022_1112_1458,0.563818208
2022_1112_1460,0.965
2022_1112_1461,0.703041437
2022_1112_1463,0.911816405
2022_1116_1120,0.437903849
2022_1116_1124,0.418193449
2022_1116_1129,0.616351102
2022_1116_1136,0.898079953
2022_1116_1151,0.691022685
2022_1116_1159,0.855685353
2022_1116_1161,0.572606981
2022_1116_1163,0.552423603
2022_1116_1166,0.620264868
2022_1116_1168,0.908825408
2022_1116_1172,0.591328309
2022_1116_1174,0.862906909
2022_1116_1181,0.400887602
2022_1116_1209,0.880246512
2022_1116_1211,0.396915367
2022_1116_1222,0.390682669
2022_1116_1228,0.461138333
2022_1116_1231,0.676943261
2022_1116_1234,0.521204382
2022_1116_1235,0.627834534
2022_1116_1240,0.900715045
2022_1116_1242,0.415466766
2022_1116_1246,0.415801021
2022_1116_1255,0.800803376
2022_1116_1260,0.617294755
2022_1116_1261,0.529038484
2022_1116_1266,0.658590453
2022_1116_1272,0.62715802
2022_1116_1274,0.636060375
2022_1116_1276,0.65879849
2022_1116_1277,0.586116221
2022_1116_1286,0.824212316
2022_1116_1293,0.591043357
2022_1116_1308,0.663505098
2022_1116_1313,0.88857938
2022_1116_1314,0.605241339
2022_1116_1323,0.624876103
2022_1116_1326,0.609632854
2022_1116_1344,0.476061046
2022_1116_1345,0.443465455
2022_1116_1350,0.738866654
2022_1116_1353,0.691205697
2022_1116_1355,0.677560939
2022_1116_1361,0.610449376
2022_1116_1362,0.617154787
2022_1116_1371,0.611265399
2022_1116_1388,0.553330275
2022_1116_1389,0.886713209
2022_1116_1394,0.965
2022_1116_1395,0.637656496
2022_1116_1397,0.436647994
2022_1116_1400,0.52016431
2022_1116_1403,0.437660195
2022_1116_1411,0.965
2022_1116_1412,0.684184966
2022_1116_1417,0.444070754
2022_1116_1425,0.579879388
2022_1116_1436,0.704406404
2022_1116_1437,0.43838284
2022_1116_1439,0.649011809
2022_1116_1458,0.485594704
2022_1116_1460,0.938889991
2022_1116_1461,0.633656943
2022_1116_1463,0.871051632
2022_1120_1124,0.441251245
2022_1120_1129,0.638316319
2022_1120_1136,0.925709643
2022_1120_1151,0.725268949
2022_1120_1159,0.92465882
2022_1120_1161,0.599132388
2022_1120_1163,0.618956114
2022_1120_1166,0.685839409
2022_1120_1168,0.919314172
2022_1120_1172,0.630873011
2022_1120_1174,0.904364209
2022_1120_1181,0.524522677
2022_1120_1209,0.908404008
2022_1120_1211,0.525238638
2022_1120_1222,0.54447119
2022_1120_1228,0.601989284
2022_1120_1231,0.733088523
2022_1120_1234,0.606641795
2022_1120_1235,0.679219517
2022_1120_1240,0.900077958
2022_1120_1242,0.525145427
2022_1120_1246,0.527177119
2022_1120_1255,0.845873868
2022_1120_1260,0.659644606
2022_1120_1261,0.63066501
2022_1120_1266,0.705058419
2022_1120_1272,0.701235428
2022_1120_1274,0.654219052
2022_1120_1276,0.696250277
2022_1120_1277,0.652951444
2022_1120_1286,0.871788233
2022_1120_1293,0.635139337
2022_1120_1308,0.723012631
2022_1120_1313,0.912610803
2022_1120_1314,0.629953956
2022_1120_1323,0.695127216
2022_1120_1326,0.676623182
2022_1120_1344,0.579040531
2022_1120_1345,0.552880217
2022_1120_1350,0.783899082
2022_1120_1353,0.75720967
2022_1120_1355,0.673651113
2022_1120_1361,0.618041222
2022_1120_1362,0.664706602
2022_1120_1371,0.67796435
2022_1120_1388,0.611332589
2022_1120_1389,0.940292509
2022_1120_1394,0.965
2022_1120_1395,0.679219517
2022_1120_1397,0.525827955
2022_1120_1400,0.649230699
2022_1120_1403,0.571240045
2022_1120_1411,0.965
2022_1120_1412,0.737447129
2022_1120_1417,0.551488656
2022_1120_1425,0.632405301
2022_1120_1436,0.745600608
2022_1120_1437,0.515695691
2022_1120_1439,0.708016245
2022_1120_1458,0.576568593
2022_1120_1460,0.965
2022_1120_1461,0.670036146
2022_1120_1463,0.893179786
2022_1124_1129,0.649837498
2022_1124_1136,0.91340871
2022_1124_1151,0.726630091
2022_1124_1159,0.914653034
2022_1124_1161,0.610362808
2022_1124_1163,0.620840064
2022_1124_1166,0.665097613
2022_1124_1168,0.917249981
2022_1124_1172,0.610518177
2022_1124_1174,0.888224904
2022_1124_1181,0.563996568
2022_1124_1209,0.888737198
2022_1124_1211,0.53244997
2022_1124_1222,0.531297177
2022_1124_1228,0.584399356
2022_1124_1231,0.722507079
2022_1124_1234,0.603034968
2022_1124_1235,0.659233819
2022_1124_1240,0.881998358
2022_1124_1242,0.548504925
2022_1124_1246,0.534784859
2022_1124_1255,0.854672067
2022_1124_1260,0.661027192
2022_1124_1261,0.615611728
2022_1124_1266,0.689911533
2022_1124_1272,0.67145614
2022_1124_1274,0.646378908
2022_1124_1276,0.701019493
2022_1124_1277,0.624301252
2022_1124_1286,0.863038765
2022_1124_1293,0.61219709
2022_1124_1308,0.711504977
2022_1124_1313,0.896471497
2022_1124_1314,0.621740641
2022_1124_1323,0.682948267
2022_1124_1326,0.660907488
2022_1124_1344,0.573367732
2022_1124_1345,0.574244338
2022_1124_1350,0.782221086
2022_1124_1353,0.734099095
2022_1124_1355,0.665101171
2022_1124_1361,0.649238524
2022_1124_1362,0.655065282
2022_1124_1371,0.662193758
2022_1124_1388,0.621981127
2022_1124_1389,0.922242931
2022_1124_1394,0.965
2022_1124_1395,0.640174791
2022_1124_1397,0.56928697
2022_1124_1400,0.625123719
2022_1124_1403,0.580917629
2022_1124_1411,0.965
2022_1124_1412,0.752162176
2022_1124_1417,0.570113184
2022_1124_1425,0.6236981
2022_1124_1436,0.744787078
2022_1124_1437,0.568523072
2022_1124_1439,0.702556485
2022_1124_1458,0.574021299
2022_1124_1460,0.961833033
2022_1124_1461,0.665040544
2022_1124_1463,0.877907998
2022_1129_1136,0.869143477
2022_1129_1151,0.663300756
2022_1129_1159,0.874479594
2022_1129_1161,0.418158841
2022_1129_1163,0.4217706
2022_1129_1166,0.586698265
2022_1129_1168,0.865804888
2022_1129_1172,0.474424242
2022_1129_1174,0.829515836
2022_1129_1181,0.373931082
2022_1129_1209,0.835215605
2022_1129_1211,0.33926545
2022_1129_1222,0.373339074
2022_1129_1228,0.411110967
2022_1129_1231,0.579887919
2022_1129_1234,0.396670939
2022_1129_1235,0.49278857
2022_1129_1240,0.81946941
2022_1129_1242,0.368812936
2022_1129_1246,0.35130766
2022_1129_1255,0.77687032
2022_1129_1260,0.528672459
2022_1129_1261,0.431890123
2022_1129_1266,0.55918025
2022_1129_1272,0.547974965
2022_1129_1274,0.567111877
2022_1129_1276,0.514806163
2022_1129_1277,0.441544685
2022_1129_1286,0.775369075
2022_1129_1293,0.468042027
2022_1129_1308,0.636315346
2022_1129_1313,0.81753538
2022_1129_1314,0.423302006
2022_1129_1323,0.553349551
2022_1129_1326,0.443064613
2022_1129_1344,0.395250651
2022_1129_1345,0.369823239
2022_1129_1350,0.695738633
2022_1129_1353,0.672143
2022_1129_1355,0.570804965
2022_1129_1361,0.458982846
2022_1129_1362,0.519507048
2022_1129_1371,0.450782625
2022_1129_1388,0.434103749
2022_1129_1389,0.835164306
2022_1129_1394,0.965
2022_1129_1395,0.495685323
2022_1129_1397,0.390452276
2022_1129_1400,0.424478662
2022_1129_1403,0.414638563
2022_1129_1411,0.944141486
2022_1129_1412,0.612949579
2022_1129_1417,0.393215386
2022_1129_1425,0.460853768
2022_1129_1436,0.630698206
2022_1129_1437,0.389395755
2022_1129_1439,0.568207025
2022_1129_1458,0.385111055
2022_1129_1460,0.923753884
2022_1129_1461,0.596029869
2022_1129_1463,0.837003661
2022_1136_1151,0.194896386
2022_1136_1159,0.469800143
2022_1136_1161,0.091415561
2022_1136_1163,0.075853908
2022_1136_1166,0.129401409
2022_1136_1168,0.459279047
2022_1136_1172,0.129846874
2022_1136_1174,0.424280112
2022_1136_1181,0.072697007
2022_1136_1209,0.367305942
2022_1136_1211,0.050078955
2022_1136_1222,0.080390984
2022_1136_1228,0.092534701
2022_1136_1231,0.153946039
2022_1136_1234,0.066090433
2022_1136_1235,0.109253521
2022_1136_1240,0.433822878
2022_1136_1242,0.082836878
2022_1136_1246,0.07316914
2022_1136_1255,0.342078069
2022_1136_1260,0.130416271
2022_1136_1261,0.096190925
2022_1136_1266,0.127707208
2022_1136_1272,0.144130845
2022_1136_1274,0.136092798
2022_1136_1276,0.125342065
2022_1136_1277,0.129771755
2022_1136_1286,0.346508084
2022_1136_1293,0.107077307
2022_1136_1308,0.196767742
2022_1136_1313,0.426115729
2022_1136_1314,0.08585305
2022_1136_1323,0.126791335
2022_1136_1326,0.11281836
2022_1136_1344,0.073210816
2022_1136_1345,0.076024101
2022_1136_1350,0.218493285
2022_1136_1353,0.130288999
2022_1136_1355,0.152105497
2022_1136_1361,0.107504776
2022_1136_1362,0.122429219
2022_1136_1371,0.114410874
2022_1136_1388,0.07673331
2022_1136_1389,0.503300318
2022_1136_1394,0.756889937
2022_1136_1395,0.110519856
2022_1136_1397,0.084983549
2022_1136_1400,0.050818032
2022_1136_1403,0.084110497
2022_1136_1411,0.661965102
2022_1136_1412,0.168025564
2022_1136_1417,0.069347129
2022_1136_1425,0.089270145
2022_1136_1436,0.191117811
2022_1136_1437,0.085294105
2022_1136_1439,0.174514731
2022_1136_1458,0.064428817
2022_1136_1460,0.635858214
2022_1136_1461,0.147706478
2022_1136_1463,0.427551474
2022_1151_1159,0.800654921
2022_1151_1161,0.308419964
2022_1151_1163,0.324670722
2022_1151_1166,0.427099296
2022_1151_1168,0.789279533
2022_1151_1172,0.361551565
2022_1151_1174,0.763962411
2022_1151_1181,0.286965911
2022_1151_1209,0.779527532
2022_1151_1211,0.230098942
2022_1151_1222,0.289574198
2022_1151_1228,0.321046324
2022_1151_1231,0.382485307
2022_1151_1234,0.322621243
2022_1151_1235,0.357369073
2022_1151_1240,0.763866648
2022_1151_1242,0.286761214
2022_1151_1246,0.261815333
2022_1151_1255,0.668612389
2022_1151_1260,0.335612566
2022_1151_1261,0.340782404
2022_1151_1266,0.353514494
2022_1151_1272,0.408904464
2022_1151_1274,0.403193677
2022_1151_1276,0.366286064
2022_1151_1277,0.336267332
2022_1151_1286,0.685751106
2022_1151_1293,0.337164187
2022_1151_1308,0.469673424
2022_1151_1313,0.723432549
2022_1151_1314,0.343793736
2022_1151_1323,0.368698062
2022_1151_1326,0.344374193
2022_1151_1344,0.308384368
2022_1151_1345,0.312947601
2022_1151_1350,0.58737793
2022_1151_1353,0.462087843
2022_1151_1355,0.4069186
2022_1151_1361,0.366960686
2022_1151_1362,0.364755229
2022_1151_1371,0.327594054
2022_1151_1388,0.338356213
2022_1151_1389,0.782565486
2022_1151_1394,0.947899214
2022_1151_1395,0.366625848
2022_1151_1397,0.30543501
2022_1151_1400,0.346645685
2022_1151_1403,0.316503175
2022_1151_1411,0.909047781
2022_1151_1412,0.505861545
2022_1151_1417,0.301083402
2022_1151_1425,0.348381678
2022_1151_1436,0.53164181
2022_1151_1437,0.303651768
2022_1151_1439,0.389764706
2022_1151_1458,0.300497435
2022_1151_1460,0.88202903
2022_1151_1461,0.420582168
2022_1151_1463,0.776601003
2022_1159_1161,0.11982064
2022_1159_1163,0.127582703
2022_1159_1166,0.227692452
2022_1159_1168,0.456925519
2022_1159_1172,0.171074483
2022_1159_1174,0.441248153
2022_1159_1181,0.104938558
2022_1159_1209,0.52118561
2022_1159_1211,0.09568551
2022_1159_1222,0.109851381
2022_1159_1228,0.117605975
2022_1159_1231,0.175719882
2022_1159_1234,0.120595588
2022_1159_1235,0.130605843
2022_1159_1240,0.483199498
2022_1159_1242,0.113158863
2022_1159_1246,0.10771307
2022_1159_1255,0.42915915
2022_1159_1260,0.154388108
2022_1159_1261,0.1385762
2022_1159_1266,0.165279357
2022_1159_1272,0.117376111
2022_1159_1274,0.206010466
2022_1159_1276,0.141389396
2022_1159_1277,0.141187727
2022_1159_1286,0.442716553
2022_1159_1293,0.160233778
2022_1159_1308,0.22974982
2022_1159_1313,0.470127285
2022_1159_1314,0.138952793
2022_1159_1323,0.15491716
2022_1159_1326,0.132218995
2022_1159_1344,0.122112981
2022_1159_1345,0.111903695
2022_1159_1350,0.275248782
2022_1159_1353,0.217287929
2022_1159_1355,0.198411539
2022_1159_1361,0.121330653
2022_1159_1362,0.196938156
2022_1159_1371,0.132635277
2022_1159_1388,0.144966704
2022_1159_1389,0.489406253
2022_1159_1394,0.763508066
2022_1159_1395,0.151778941
2022_1159_1397,0.118363652
2022_1159_1400,0.121065658
2022_1159_1403,0.129618108
2022_1159_1411,0.674375973
2022_1159_1412,0.248498735
2022_1159_1417,0.100921235
2022_1159_1425,0.129860392
2022_1159_1436,0.240207797
2022_1159_1437,0.10281352
2022_1159_1439,0.204096138
2022_1159_1458,0.111193019
2022_1159_1460,0.664355024
2022_1159_1461,0.226554013
2022_1159_1463,0.448993291
2022_1161_1163,0.509445428
2022_1161_1166,0.631850786
2022_1161_1168,0.901970213
2022_1161_1172,0.584211152
2022_1161_1174,0.862615249
2022_1161_1181,0.381226271
2022_1161_1209,0.879238203
2022_1161_1211,0.392192253
2022_1161_1222,0.371442821
2022_1161_1228,0.430871568
2022_1161_1231,0.630564252
2022_1161_1234,0.5193305
2022_1161_1235,0.596900219
2022_1161_1240,0.866177581
2022_1161_1242,0.394836461
2022_1161_1246,0.409476884
2022_1161_1255,0.790064619
2022_1161_1260,0.588580063
2022_1161_1261,0.50434187
2022_1161_1266,0.640244489
2022_1161_1272,0.596819491
2022_1161_1274,0.625538767
2022_1161_1276,0.585254347
2022_1161_1277,0.56548622
2022_1161_1286,0.821892916
2022_1161_1293,0.572841885
2022_1161_1308,0.671243205
2022_1161_1313,0.870439525
2022_1161_1314,0.539086745
2022_1161_1323,0.62608785
2022_1161_1326,0.559899217
2022_1161_1344,0.435422058
2022_1161_1345,0.401950355
2022_1161_1350,0.725070265
2022_1161_1353,0.691006924
2022_1161_1355,0.636137023
2022_1161_1361,0.59375842
2022_1161_1362,0.588316575
2022_1161_1371,0.551537774
2022_1161_1388,0.517789013
2022_1161_1389,0.884178234
2022_1161_1394,0.959758319
2022_1161_1395,0.603876671
2022_1161_1397,0.412801986
2022_1161_1400,0.511082657
2022_1161_1403,0.417980491
2022_1161_1411,0.965
2022_1161_1412,0.680928828
2022_1161_1417,0.413057409
2022_1161_1425,0.560986214
2022_1161_1436,0.74923138
2022_1161_1437,0.405546044
2022_1161_1439,0.622911582
2022_1161_1458,0.441895392
2022_1161_1460,0.929022836
2022_1161_1461,0.639516493
2022_1161_1463,0.857874303
2022_1163_1166,0.6364444
2022_1163_1168,0.902812191
2022_1163_1172,0.572252729
2022_1163_1174,0.8699219
2022_1163_1181,0.372367824
2022_1163_1209,0.872128871
2022_1163_1211,0.37406269
2022_1163_1222,0.382553069
2022_1163_1228,0.440616427
2022_1163_1231,0.646151184
2022_1163_1234,0.503716873
2022_1163_1235,0.592460748
2022_1163_1240,0.880433238
2022_1163_1242,0.381189688
2022_1163_1246,0.412865411
2022_1163_1255,0.798608132
2022_1163_1260,0.592464704
2022_1163_1261,0.529381511
2022_1163_1266,0.628506521
2022_1163_1272,0.582170195
2022_1163_1274,0.607370865
2022_1163_1276,0.610170867
2022_1163_1277,0.574372872
2022_1163_1286,0.843710685
2022_1163_1293,0.505003631
2022_1163_1308,0.676605266
2022_1163_1313,0.882618032
2022_1163_1314,0.577643725
2022_1163_1323,0.623492851
2022_1163_1326,0.563576184
2022_1163_1344,0.488090128
2022_1163_1345,0.416647202
2022_1163_1350,0.713946585
2022_1163_1353,0.683048533
2022_1163_1355,0.674749261
2022_1163_1361,0.585613418
2022_1163_1362,0.623449902
2022_1163_1371,0.585798467
2022_1163_1388,0.478333611
2022_1163_1389,0.898110394
2022_1163_1394,0.965
2022_1163_1395,0.592460748
2022_1163_1397,0.419399994
2022_1163_1400,0.457236177
2022_1163_1403,0.466021865
2022_1163_1411,0.958468142
2022_1163_1412,0.673664022
2022_1163_1417,0.429226944
2022_1163_1425,0.494161815
2022_1163_1436,0.724901539
2022_1163_1437,0.39085526
2022_1163_1439,0.652541553
2022_1163_1458,0.445879771
2022_1163_1460,0.93966251
2022_1163_1461,0.638684354
2022_1163_1463,0.86644208
2022_1166_1168,0.841438383
2022_1166_1172,0.401618411
2022_1166_1174,0.823688053
2022_1166_1181,0.29242749
2022_1166_1209,0.80161772
2022_1166_1211,0.288174591
2022_1166_1222,0.301921207
2022_1166_1228,0.351290569
2022_1166_1231,0.551829075
2022_1166_1234,0.351407721
2022_1166_1235,0.440843818
2022_1166_1240,0.812097062
2022_1166_1242,0.281145194
2022_1166_1246,0.295529538
2022_1166_1255,0.747603303
2022_1166_1260,0.406823019
2022_1166_1261,0.422492128
2022_1166_1266,0.419355218
2022_1166_1272,0.518166648
2022_1166_1274,0.439457733
2022_1166_1276,0.492513103
2022_1166_1277,0.41961378
2022_1166_1286,0.783338645
2022_1166_1293,0.401666944
2022_1166_1308,0.615351025
2022_1166_1313,0.818641279
2022_1166_1314,0.391787379
2022_1166_1323,0.495109089
2022_1166_1326,0.40038062
2022_1166_1344,0.323745556
2022_1166_1345,0.297103185
2022_1166_1350,0.660066557
2022_1166_1353,0.555880984
2022_1166_1355,0.509008433
2022_1166_1361,0.401861454
2022_1166_1362,0.483954977
2022_1166_1371,0.394798677
2022_1166_1388,0.388261322
2022_1166_1389,0.836997545
2022_1166_1394,0.955822488
2022_1166_1395,0.418140572
2022_1166_1397,0.312725113
2022_1166_1400,0.390259399
2022_1166_1403,0.356992119
2022_1166_1411,0.925295782
2022_1166_1412,0.561970446
2022_1166_1417,0.318466013
2022_1166_1425,0.364693821
2022_1166_1436,0.633079206
2022_1166_1437,0.33780393
2022_1166_1439,0.548516085
2022_1166_1458,0.33372797
2022_1166_1460,0.916904239
2022_1166_1461,0.448813616
2022_1166_1463,0.819961987
2022_1168_1172,0.152949202
2022_1168_1174,0.422779777
2022_1168_1181,0.063017784
2022_1168_1209,0.39940202
2022_1168_1211,0.038633755
2022_1168_1222,0.067035055
2022_1168_1228,0.097412927
2022_1168_1231,0.158451611
2022_1168_1234,0.074210703
2022_1168_1235,0.176944339
2022_1168_1240,0.418732652
2022_1168_1242,0.073682337
2022_1168_1246,0.049796819
2022_1168_1255,0.381580464
2022_1168_1260,0.135780538
2022_1168_1261,0.112266673
2022_1168_1266,0.121879266
2022_1168_1272,0.131793579
2022_1168_1274,0.154759789
2022_1168_1276,0.143402171
2022_1168_1277,0.08915122
2022_1168_1286,0.309057718
2022_1168_1293,0.128769019
2022_1168_1308,0.217834094
2022_1168_1313,0.450592639
2022_1168_1314,0.102935642
2022_1168_1323,0.162753919
2022_1168_1326,0.124557101
2022_1168_1344,0.10212736
2022_1168_1345,0.073682337
2022_1168_1350,0.231054421
2022_1168_1353,0.204578943
2022_1168_1355,0.159670948
2022_1168_1361,0.124918666
2022_1168_1362,0.132149615
2022_1168_1371,0.116117698
2022_1168_1388,0.107853579
2022_1168_1389,0.518506359
2022_1168_1394,0.768527833
2022_1168_1395,0.147050807
2022_1168_1397,0.072786222
2022_1168_1400,0.100372403
2022_1168_1403,0.099813148
2022_1168_1411,0.720970304
2022_1168_1412,0.165752943
2022_1168_1417,0.084042805
2022_1168_1425,0.100570595
2022_1168_1436,0.210323405
2022_1168_1437,0.074965818
2022_1168_1439,0.175718191
2022_1168_1458,0.090308549
2022_1168_1460,0.648308179
2022_1168_1461,0.173761966
2022_1168_1463,0.420521352
2022_1172_1174,0.824005389
2022_1172_1181,0.365461229
2022_1172_1209,0.837407323
2022_1172_1211,0.304545415
2022_1172_1222,0.382737209
2022_1172_1228,0.400686335
2022_1172_1231,0.569794804
2022_1172_1234,0.392892291
2022_1172_1235,0.443449112
2022_1172_1240,0.828867853
2022_1172_1242,0.365133426
2022_1172_1246,0.361969124
2022_1172_1255,0.745894862
2022_1172_1260,0.50956008
2022_1172_1261,0.407903263
2022_1172_1266,0.508157683
2022_1172_1272,0.538934638
2022_1172_1274,0.550396963
2022_1172_1276,0.540813062
2022_1172_1277,0.42524416
2022_1172_1286,0.756433419
2022_1172_1293,0.463369027
2022_1172_1308,0.626276688
2022_1172_1313,0.814149593
2022_1172_1314,0.432464082
2022_1172_1323,0.537429662
2022_1172_1326,0.49688946
2022_1172_1344,0.396736746
2022_1172_1345,0.396507909
2022_1172_1350,0.671842329
2022_1172_1353,0.618489612
2022_1172_1355,0.606769525
2022_1172_1361,0.517822792
2022_1172_1362,0.53224898
2022_1172_1371,0.419320557
2022_1172_1388,0.463620364
2022_1172_1389,0.860531686
2022_1172_1394,0.965
2022_1172_1395,0.53519312
2022_1172_1397,0.371146581
2022_1172_1400,0.392521113
2022_1172_1403,0.410216414
2022_1172_1411,0.941539527
2022_1172_1412,0.606966832
2022_1172_1417,0.401251439
2022_1172_1425,0.454444692
2022_1172_1436,0.631076799
2022_1172_1437,0.379033884
2022_1172_1439,0.583174935
2022_1172_1458,0.402918803
2022_1172_1460,0.918433133
2022_1172_1461,0.573740397
2022_1172_1463,0.83125262
2022_1174_1181,0.087251177
2022_1174_1209,0.509413768
2022_1174_1211,0.064001699
2022_1174_1222,0.105735254
2022_1174_1228,0.136566747
2022_1174_1231,0.196688234
2022_1174_1234,0.12259424
2022_1174_1235,0.179412752
2022_1174_1240,0.502732785
2022_1174_1242,0.100200007
2022_1174_1246,0.080475863
2022_1174_1255,0.440761756
2022_1174_1260,0.16221546
2022_1174_1261,0.143212803
2022_1174_1266,0.175297641
2022_1174_1272,0.19203022
2022_1174_1274,0.175861114
2022_1174_1276,0.1528879
2022_1174_1277,0.156940171
2022_1174_1286,0.388718948
2022_1174_1293,0.160785719
2022_1174_1308,0.27725078
2022_1174_1313,0.454982576
2022_1174_1314,0.137452382
2022_1174_1323,0.188181394
2022_1174_1326,0.142235419
2022_1174_1344,0.115779444
2022_1174_1345,0.094897171
2022_1174_1350,0.296854247
2022_1174_1353,0.20738235
2022_1174_1355,0.20491755
2022_1174_1361,0.167850934
2022_1174_1362,0.179977985
2022_1174_1371,0.142834123
